Unnamed: 0,participant__session__code,participant__session_id,participant__id_in_session,participant__code,channel,sender_role,recipient_role,body,intent,,timestamp,,recipient__code,recipient_role,catalog,parameter_db,sender_reqs_at_message,sender_pars_at_message
1862,bgi0y4g3,3,17,qtrgqxgg,3-engine_design-4-2-3,flywheel,,"The one I picked was 0.55 kg, with the lowest at 0.52 kg, but the FS is 5,625",,,1554825168,,eywdb8r7,crankshaft,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.11, ""fos"": 0.3}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 25.0}"
1863,bgi0y4g3,3,1,gjb0q156,3-engine_design-1-1-2,piston,,what..?,,,1554825175,,u0v54th7,flywheel,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 40.83, ""fos"": 1.65}","{""D"": 75.0, ""c"": 187.5, ""t_f"": 12.0, ""ds"": 40.0}"
1864,bgi0y4g3,3,18,eywdb8r7,3-engine_design-4-2-3,crankshaft,,should I try to lean toward FS since my masses are about 1 to 4 and FS ranges are .5 to 3 ish?,,,1554825175,,qtrgqxgg,flywheel,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.1, ""fos"": 0.3}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 22.5}"
1865,bgi0y4g3,3,1,gjb0q156,3-engine_design-1-1-2,piston,,how,,,1554825176,,u0v54th7,flywheel,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 40.83, ""fos"": 1.65}","{""D"": 75.0, ""c"": 187.5, ""t_f"": 12.0, ""ds"": 40.0}"
1866,bgi0y4g3,3,14,4rew9kwh,3-engine_design-3-4-5,conrod,,"nice, mine is a lower D gives lower mass and fos doesnt rly change",,,1554825177,,dy57nk6k,pistonpin,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 46.2, ""fos"": 2.15}","{""D"": 75.0, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 50.0}"
1867,bgi0y4g3,3,15,dy57nk6k,3-engine_design-3-4-5,pistonpin,,Which is better for you?,,,1554825178,,4rew9kwh,conrod,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 50.81, ""fos"": 0.59}","{""D"": 97.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
1868,bgi0y4g3,3,17,qtrgqxgg,3-engine_design-4-1-2,flywheel,,"The one I picked was 0.55 kg, with the lowest at 0.52 kg, but the FS is 5,625",,,1554825178,,bc1izhc7,piston,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.11, ""fos"": 0.3}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 25.0}"
1869,bgi0y4g3,3,11,f730zuxz,3-engine_design-3-1-4,piston,,I think the 82.5 is the best. let me know when you are okay for me to change it back.,,,1554825181,,4rew9kwh,conrod,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 51.72, ""fos"": 2.15}","{""D"": 97.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
1870,bgi0y4g3,3,12,pc00n6ru,3-engine_design-3-2-3,flywheel,,its actually at the minimum,,,1554825181,,y0pn9mjn,crankshaft,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 38.84, ""fos"": 1.65}","{""D"": 75.0, ""c"": 187.5, ""t_f"": 12.0, ""ds"": 40.0}"
1871,bgi0y4g3,3,15,dy57nk6k,3-engine_design-3-4-5,pistonpin,,Ok great,,,1554825184,,4rew9kwh,conrod,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 50.81, ""fos"": 0.59}","{""D"": 97.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
1872,bgi0y4g3,3,18,eywdb8r7,3-engine_design-4-2-3,crankshaft,,or like a mix since both my variable are pretty influential,,,1554825187,,qtrgqxgg,flywheel,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.1, ""fos"": 0.3}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 22.5}"
1873,bgi0y4g3,3,14,4rew9kwh,3-engine_design-3-4-5,conrod,,So I think lower D is better,,,1554825189,,dy57nk6k,pistonpin,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 46.2, ""fos"": 2.15}","{""D"": 75.0, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 50.0}"
1874,bgi0y4g3,3,9,7uf2tw95,3-engine_design-2-2-4,conrod,,I changed my FOS to around 30 by adding 0.07 kg,,,1554825191,,m78kbpq4,flywheel,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.57, ""fos"": 1.12}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 22.5}"
1875,bgi0y4g3,3,7,m78kbpq4,3-engine_design-2-1-2,flywheel,,reply when done,,,1554825196,,hej1x5pb,piston,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.11, ""fos"": 0.3}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 25.0}"
1876,bgi0y4g3,3,20,dx0mch6w,3-engine_design-4-3-5,pistonpin,,"okay, so let's try to get a high FS, as flywheel has huge masses, and they well work on mass reduction",,,1554825196,,eywdb8r7,crankshaft,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.08, ""fos"": 0.3}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 15.0}"
1877,bgi0y4g3,3,7,m78kbpq4,3-engine_design-2-2-5,flywheel,,reply when done,,,1554825197,,w59zsjy3,pistonpin,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.11, ""fos"": 0.3}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 25.0}"
1878,bgi0y4g3,3,6,hej1x5pb,3-engine_design-2-1-2,piston,,check,,,1554825201,,m78kbpq4,flywheel,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.82, ""fos"": 1.92}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 25.0}"
1879,bgi0y4g3,3,14,4rew9kwh,3-engine_design-3-3-4,conrod,,Do you know how changing D effects your numbers?,,,1554825202,,y0pn9mjn,crankshaft,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 46.2, ""fos"": 2.15}","{""D"": 75.0, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 50.0}"
1880,bgi0y4g3,3,17,qtrgqxgg,3-engine_design-4-2-5,flywheel,,"The one I picked was 0.55 kg, with the lowest at 0.52 kg, but the FS is 5,625",,,1554825207,,dx0mch6w,pistonpin,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.11, ""fos"": 0.3}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 25.0}"
1881,bgi0y4g3,3,10,w59zsjy3,3-engine_design-2-2-5,pistonpin,,done,,,1554825208,,m78kbpq4,flywheel,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.58, ""fos"": 1.46}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 25.0}"
1882,bgi0y4g3,3,12,pc00n6ru,3-engine_design-3-2-3,flywheel,,and we've reached the global requirements,,,1554825210,,y0pn9mjn,crankshaft,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 38.84, ""fos"": 1.65}","{""D"": 75.0, ""c"": 187.5, ""t_f"": 12.0, ""ds"": 40.0}"
1883,bgi0y4g3,3,17,qtrgqxgg,3-engine_design-4-2-4,flywheel,,"The one I picked was 0.55 kg, with the lowest at 0.52 kg, but the FS is 5,625",,,1554825211,,33uub8iq,conrod,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.11, ""fos"": 0.3}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 25.0}"
1884,bgi0y4g3,3,2,u0v54th7,3-engine_design-1-2-3,flywheel,,do you need my thickness to increase?,,,1554825213,,9ee75zci,crankshaft,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 51.72, ""fos"": 2.15}","{""D"": 90.0, ""c"": 187.5, ""t_f"": 12.0, ""ds"": 40.0}"
1885,bgi0y4g3,3,5,ymdphnht,3-engine_design-1-3-5,pistonpin,,do you have the 1.65 fos?,,,1554825214,,9ee75zci,crankshaft,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 38.19, ""fos"": 1.65}","{""D"": 75.0, ""c"": 187.5, ""t_f"": 12.0, ""ds"": 40.0}"
1886,bgi0y4g3,3,5,ymdphnht,3-engine_design-1-4-5,pistonpin,,do you have the 1.65 fos?,,,1554825221,,bqo4h10a,conrod,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 38.19, ""fos"": 1.65}","{""D"": 75.0, ""c"": 187.5, ""t_f"": 12.0, ""ds"": 40.0}"
1887,bgi0y4g3,3,14,4rew9kwh,3-engine_design-3-1-4,conrod,,"ya go ahead and change it back, can you lower D any more?",,,1554825223,,f730zuxz,piston,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 46.2, ""fos"": 2.15}","{""D"": 75.0, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 50.0}"
1888,bgi0y4g3,3,5,ymdphnht,3-engine_design-1-1-5,pistonpin,,do you have the 1.65 fos?,,,1554825223,,gjb0q156,piston,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 38.19, ""fos"": 1.65}","{""D"": 75.0, ""c"": 187.5, ""t_f"": 12.0, ""ds"": 40.0}"
1889,bgi0y4g3,3,19,33uub8iq,3-engine_design-4-1-4,conrod,,"Sorry, t is section thickness and r is ratio of connecting rod length to crank length.",,,1554825224,,bc1izhc7,piston,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.09, ""fos"": 0.43}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 15.0}"
1890,bgi0y4g3,3,18,eywdb8r7,3-engine_design-4-3-4,crankshaft,,I know its weird,,,1554825229,,33uub8iq,conrod,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 4.19, ""fos"": 1.92}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 25.0}"
1891,bgi0y4g3,3,7,m78kbpq4,3-engine_design-2-1-2,flywheel,,"okay so everyone did that, but we are still not doing too well",,,1554825229,,hej1x5pb,piston,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.82, ""fos"": 1.92}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 25.0}"
1892,bgi0y4g3,3,17,qtrgqxgg,3-engine_design-4-2-5,flywheel,,Pick a threshold and then minimize mass at that threshold,,,1554825230,,dx0mch6w,pistonpin,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.11, ""fos"": 0.3}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 25.0}"
1893,bgi0y4g3,3,7,m78kbpq4,3-engine_design-2-2-3,flywheel,,"okay so everyone did that, but we are still not doing too well",,,1554825231,,p6xqcxn9,crankshaft,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.82, ""fos"": 1.92}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 25.0}"
1894,bgi0y4g3,3,7,m78kbpq4,3-engine_design-2-2-4,flywheel,,"okay so everyone did that, but we are still not doing too well",,,1554825232,,7uf2tw95,conrod,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.82, ""fos"": 1.92}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 25.0}"
1895,bgi0y4g3,3,7,m78kbpq4,3-engine_design-2-2-5,flywheel,,"okay so everyone did that, but we are still not doing too well",,,1554825233,,w59zsjy3,pistonpin,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.82, ""fos"": 1.92}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 25.0}"
1896,bgi0y4g3,3,3,9ee75zci,3-engine_design-1-1-3,crankshaft,,go back to what you had bc we were at very good,,,1554825233,,gjb0q156,piston,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 31.64, ""fos"": 0.97}","{""D"": 75.0, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
1897,bgi0y4g3,3,12,pc00n6ru,3-engine_design-3-2-3,flywheel,,oh nvm,,,1554825234,,y0pn9mjn,crankshaft,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 31.64, ""fos"": 0.97}","{""D"": 75.0, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
1898,bgi0y4g3,3,13,y0pn9mjn,3-engine_design-3-3-4,crankshaft,,I'm thinking larger D makes my part heavier,,,1554825236,,4rew9kwh,conrod,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 31.64, ""fos"": 0.97}","{""D"": 75.0, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
1899,bgi0y4g3,3,18,eywdb8r7,3-engine_design-4-3-4,crankshaft,,Same happened to me a bit ago,,,1554825236,,33uub8iq,conrod,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 4.19, ""fos"": 1.92}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 25.0}"
1900,bgi0y4g3,3,2,u0v54th7,3-engine_design-1-1-2,flywheel,,"great question, but it is all legitimate",,,1554825237,,gjb0q156,piston,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 51.72, ""fos"": 2.15}","{""D"": 90.0, ""c"": 187.5, ""t_f"": 12.0, ""ds"": 40.0}"
1901,bgi0y4g3,3,15,dy57nk6k,3-engine_design-3-1-5,pistonpin,,"Lower D works better for both me and the rod designer, do you know how it affects the flywheel or crankshaft?",,,1554825240,,f730zuxz,piston,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 38.19, ""fos"": 1.65}","{""D"": 75.0, ""c"": 187.5, ""t_f"": 12.0, ""ds"": 40.0}"
1902,bgi0y4g3,3,3,9ee75zci,3-engine_design-1-2-3,crankshaft,,go back to what you had bc we were at good,,,1554825243,,u0v54th7,flywheel,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 31.64, ""fos"": 0.97}","{""D"": 75.0, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
1903,bgi0y4g3,3,8,p6xqcxn9,3-engine_design-2-2-3,crankshaft,,yall stay at where you are,,,1554825244,,m78kbpq4,flywheel,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 4.47, ""fos"": 2.03}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 15.0}"
1904,bgi0y4g3,3,13,y0pn9mjn,3-engine_design-3-3-4,crankshaft,,my part is a lot of the total weight,,,1554825248,,4rew9kwh,conrod,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 31.64, ""fos"": 0.97}","{""D"": 75.0, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
1905,bgi0y4g3,3,1,gjb0q156,3-engine_design-1-1-3,piston,,"ith piston d = 75, bearing 187.5, flywheel 12 and shaft 40, we have a FS below 2, but our mass is good. we were fair",,,1554825248,,9ee75zci,crankshaft,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 31.64, ""fos"": 0.97}","{""D"": 75.0, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
1906,bgi0y4g3,3,18,eywdb8r7,3-engine_design-4-3-4,crankshaft,,whenever some of you change parameters my weight and FS changes,,,1554825248,,33uub8iq,conrod,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 4.19, ""fos"": 1.92}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 25.0}"
1907,bgi0y4g3,3,3,9ee75zci,3-engine_design-1-3-4,crankshaft,,go back to what you had bc we were at good,,,1554825251,,bqo4h10a,conrod,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 31.64, ""fos"": 0.97}","{""D"": 75.0, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
1908,bgi0y4g3,3,8,p6xqcxn9,3-engine_design-2-2-3,crankshaft,,ill try decreasing my mass slightly,,,1554825254,,m78kbpq4,flywheel,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 4.47, ""fos"": 2.03}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 15.0}"
1909,bgi0y4g3,3,11,f730zuxz,3-engine_design-3-1-3,piston,,Alright.,,,1554825254,,y0pn9mjn,crankshaft,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 38.19, ""fos"": 1.65}","{""D"": 75.0, ""c"": 187.5, ""t_f"": 12.0, ""ds"": 40.0}"
1910,bgi0y4g3,3,14,4rew9kwh,3-engine_design-3-3-4,conrod,,okay so lower D is better?,,,1554825254,,y0pn9mjn,crankshaft,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 51.72, ""fos"": 2.15}","{""D"": 97.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
1911,bgi0y4g3,3,4,bqo4h10a,3-engine_design-1-1-4,conrod,,"Where is the ""change variables of other subsystems"" button that it talks about in the handout?",,,1554825254,,gjb0q156,piston,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 38.19, ""fos"": 1.65}","{""D"": 75.0, ""c"": 187.5, ""t_f"": 12.0, ""ds"": 40.0}"
1912,bgi0y4g3,3,1,gjb0q156,3-engine_design-1-1-5,piston,,"ith piston d = 75, bearing 187.5, flywheel 12 and shaft 40, we have a FS below 2, but our mass is good. we were fair",,,1554825255,,ymdphnht,pistonpin,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 31.64, ""fos"": 0.97}","{""D"": 75.0, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
1913,bgi0y4g3,3,1,gjb0q156,3-engine_design-1-1-4,piston,,"ith piston d = 75, bearing 187.5, flywheel 12 and shaft 40, we have a FS below 2, but our mass is good. we were fair",,,1554825257,,bqo4h10a,conrod,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 31.64, ""fos"": 0.97}","{""D"": 75.0, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
1914,bgi0y4g3,3,14,4rew9kwh,3-engine_design-3-3-4,conrod,,how about for fos,,,1554825257,,y0pn9mjn,crankshaft,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 51.72, ""fos"": 2.15}","{""D"": 97.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
1915,bgi0y4g3,3,3,9ee75zci,3-engine_design-1-3-5,crankshaft,,go back to what you had we were at good,,,1554825259,,ymdphnht,pistonpin,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 31.64, ""fos"": 0.97}","{""D"": 75.0, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
1916,bgi0y4g3,3,1,gjb0q156,3-engine_design-1-1-2,piston,,"ith piston d = 75, bearing 187.5, flywheel 12 and shaft 40, we have a FS below 2, but our mass is good. we were fair",,,1554825260,,u0v54th7,flywheel,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 31.64, ""fos"": 0.97}","{""D"": 75.0, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
1917,bgi0y4g3,3,17,qtrgqxgg,3-engine_design-4-2-4,flywheel,,Pick an FS threshold and then minimize mass at that threshold,,,1554825264,,33uub8iq,conrod,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.11, ""fos"": 0.3}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 25.0}"
1918,bgi0y4g3,3,2,u0v54th7,3-engine_design-1-2-3,flywheel,,"I've had it at the first one, but it says you may need my thickness to change",,,1554825265,,9ee75zci,crankshaft,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 51.72, ""fos"": 2.15}","{""D"": 90.0, ""c"": 187.5, ""t_f"": 12.0, ""ds"": 40.0}"
1919,bgi0y4g3,3,1,gjb0q156,3-engine_design-1-1-5,piston,,my masss is 6.28,,,1554825271,,ymdphnht,pistonpin,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 31.64, ""fos"": 0.97}","{""D"": 75.0, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
1920,bgi0y4g3,3,5,ymdphnht,3-engine_design-1-3-5,pistonpin,,i havent changed anything,,,1554825272,,9ee75zci,crankshaft,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 31.64, ""fos"": 0.97}","{""D"": 75.0, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
1921,bgi0y4g3,3,2,u0v54th7,3-engine_design-1-2-3,flywheel,,and i have leeway with my factor of safety,,,1554825272,,9ee75zci,crankshaft,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 51.72, ""fos"": 2.15}","{""D"": 90.0, ""c"": 187.5, ""t_f"": 12.0, ""ds"": 40.0}"
1922,bgi0y4g3,3,7,m78kbpq4,3-engine_design-2-1-2,flywheel,,does anyone have a variable that could decrease the mass further while still holding a high FOS,,,1554825274,,hej1x5pb,piston,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.82, ""fos"": 1.92}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 25.0}"
1923,bgi0y4g3,3,17,qtrgqxgg,3-engine_design-4-2-3,flywheel,,Pick an FS threshold and then minimize mass at that threshold,,,1554825276,,eywdb8r7,crankshaft,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.11, ""fos"": 0.3}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 25.0}"
1924,bgi0y4g3,3,7,m78kbpq4,3-engine_design-2-2-3,flywheel,,does anyone have a variable that could decrease the mass further while still holding a high FOS,,,1554825277,,p6xqcxn9,crankshaft,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 3.82, ""fos"": 1.92}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 25.0}"
1925,bgi0y4g3,3,16,bc1izhc7,3-engine_design-4-1-4,piston,,"Alright, b/c we have the given parameter LDr = 1.2 and I have control of D",,,1554825277,,33uub8iq,conrod,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 6.67, ""fos"": 2.03}","{""D"": 40.0, ""c"": 130.0, ""t_f"": 10.0, ""ds"": 25.0}"
1926,bgi0y4g3,3,11,f730zuxz,3-engine_design-3-1-4,piston,,I can lower it to 75,,,1554825277,,4rew9kwh,conrod,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 38.19, ""fos"": 1.65}","{""D"": 75.0, ""c"": 187.5, ""t_f"": 12.0, ""ds"": 40.0}"
1927,bgi0y4g3,3,14,4rew9kwh,3-engine_design-3-1-4,conrod,,What is your range for D?,,,1554825279,,f730zuxz,piston,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 51.72, ""fos"": 2.15}","{""D"": 97.5, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
1928,bgi0y4g3,3,8,p6xqcxn9,3-engine_design-2-1-3,crankshaft,,im going to try to see what decreasing my mass slighlty does,,,1554825279,,hej1x5pb,piston,1,1,"{""N"": 3000, ""T"": 8, ""NC"": 1, ""P"": 4000.0, ""LDr"": 1.2, ""m"": 4.47, ""fos"": 2.03}","{""D"": 40.0, ""c"": 60.0, ""t_f"": 10.0, ""ds"": 15.0}"
1929,bgi0y4g3,3,1,gjb0q156,3-engine_design-1-1-5,piston,,FOS is 2.85,,,1554825280,,ymdphnht,pistonpin,1,1,"{""N"": 6500, ""T"": 220, ""NC"": 4, ""P"": 130000.0, ""LDr"": 1.75, ""m"": 31.64, ""fos"": 0.97}","{""D"": 75.0, ""c"": 150.0, ""t_f"": 12.0, ""ds"": 40.0}"
