full_text,label
even with max bearingoffset i still have factorofsafety  equals to   300 ,Effects_of_design_parameters_on_objectives
Also lol looking back at my simulations  minimizing pistonborediameter actually increases my mass,Effects_of_design_parameters_on_objectives
I just increased it by  2  mm and we are still slightly below our mass requirement,Effects_of_design_parameters_on_objectives
i mass going to reduce flywheelthickness and see if we can minimize both,Effects_of_design_parameters_on_objectives
I increased the bore diameter and that seemed to help the factorofsafety,Effects_of_design_parameters_on_objectives
Let me decrease my thickness a bit,Dependencies_between_design_parameters
They said they pistonborediameter broadcast it  but yeah  still  80   IDK what s going on ,Effects_of_design_parameters_on_objectives
flywheel changed a value and i lost  5  lbs ,Effects_of_design_parameters_on_objectives
Ok  I decreased my weight a little bit,Effects_of_design_parameters_on_objectives
I already got paid haha  although they said if you keep improving it we can get more even afterwars,Effects_of_design_parameters_on_objectives
I think we can keep going,Effects_of_design_parameters_on_objectives
we should probably stop adjusting our values  we got excellent now and its going to be hard to make it any better,Effects_of_design_parameters_on_objectives
I am going to try  160   The larger the offset the larger the mass and smaller factorofsafety,Effects_of_design_parameters_on_objectives
what is your mass and factorofsafety when you maximize both your design variables,Effects_of_design_parameters_on_objectives
piston  Me what is your mass and factorofsafety when you maximize both your design variables,Effects_of_design_parameters_on_objectives
Does a large or small flywheel mass benefit you ?  do you know ? ,Effects_of_design_parameters_on_objectives
Does a large or small flywheel mass benefit you ?  do you know ? ,Effects_of_design_parameters_on_objectives
Does a large or small flywheel mass benefit you ?  do you know ? ,Effects_of_design_parameters_on_objectives
Does a higher or lower diameter work better for the connecting rod,Dependencies_between_design_parameters
and also maximizing all the other variables I need,Effects_of_design_parameters_on_objectives
It does not affect my simulation ,Effects_of_design_parameters_on_objectives
Increasing the diameter will increase both factor of safety as well as the mass,Effects_of_design_parameters_on_objectives
A higher diameter increases the factorofsafety but also increases the mass  with pistonborediameter equals to  40  im at a mass of  0   1  and factorofsafety  2   77 ,Effects_of_design_parameters_on_objectives
is it ok to change the diameter value  there is a better alternative,Effects_of_design_parameters_on_objectives
is it ok to change the diameter value  there is a better alternative,Effects_of_design_parameters_on_objectives
is it ok to change the diameter value  there is a better alternative,Effects_of_design_parameters_on_objectives
I do not,Effects_of_design_parameters_on_objectives
are all the values you get assuming you maximize the variables out of your control ? ,Effects_of_design_parameters_on_objectives
tell me if it s better for you if I use greater value,Effects_of_design_parameters_on_objectives
No  I do not need anything,Effects_of_design_parameters_on_objectives
i do not,Effects_of_design_parameters_on_objectives
i think you might have to increase it,Effects_of_design_parameters_on_objectives
Does a large Flywheel mass help you ? ,Exploration_of_design_parameter_values
No at most ill change it by  10   how much would a diameter of  50  affect your mass and factorofsafety,Effects_of_design_parameters_on_objectives
I dont have any other dependent variables,Effects_of_design_parameters_on_objectives
so im going to max piston bore diamter and well iterate from there,Effects_of_design_parameters_on_objectives
when pistonborediameter is max,Effects_of_design_parameters_on_objectives
pistonborediameter is critical to increase the weight for my simulation,Effects_of_design_parameters_on_objectives
However  I cannot do that because it s critical to the weight of piston,Effects_of_design_parameters_on_objectives
my mass is pretty low already  But make sure to broadcast variables,Effects_of_design_parameters_on_objectives
I have a high factorofsafety for everywhere in my combination of ranges,Effects_of_design_parameters_on_objectives
Do I have any variables that affect your result ? ,Effects_of_design_parameters_on_objectives
Do I have any variables that affect your result ? ,Effects_of_design_parameters_on_objectives
Okay update your pistonborediameter but try to keep it relatively low if possible,Effects_of_design_parameters_on_objectives
Is it good to be maximized or minimized ? ,Effects_of_design_parameters_on_objectives
If I hold my variables same  the lower the diameter  the lower the Ms and factorofsafety,Effects_of_design_parameters_on_objectives
does a larger bore increase your factorofsafety ? ,Effects_of_design_parameters_on_objectives
my factor of safety is maximized at low bearingoffset values,Dependencies_between_design_parameters
piston is about to update me with pistonborediameter  I need it to be low too  How about you,Effects_of_design_parameters_on_objectives
Every  10  pistonborediameter I decrease from  70   mass decrease like  0   2 - 0   3 ,Effects_of_design_parameters_on_objectives
also what are your flywheeldiameter and flywheelthickness values,Effects_of_design_parameters_on_objectives
no it is not,Selected_design_parameter_values_for_objective(s)
That s pretty minimal,Effects_of_design_parameters_on_objectives
yeah  told him to reduce it to save some weight,Effects_of_design_parameters_on_objectives
increases,Effects_of_design_parameters_on_objectives
do you need it to be higher or lower ? ,Effects_of_design_parameters_on_objectives
Ok lets make small changes but remember which broadcast you were at incase,Effects_of_design_parameters_on_objectives
If I increase the Piston Diameter  how much will it affect your factorofsafety,Effects_of_design_parameters_on_objectives
it was just at very good  someone changed and it went up a lot,Effects_of_design_parameters_on_objectives
although the new broadcast increased the mass,Effects_of_design_parameters_on_objectives
increasing diameter decreases factorofsafety ? ,Effects_of_design_parameters_on_objectives
Just pistonborediameter,Effects_of_design_parameters_on_objectives
but mine is flywheel  wont get any lower,Effects_of_design_parameters_on_objectives
I just need pistonborediameter which I mass working on with you and piston,Effects_of_design_parameters_on_objectives
increasing pistonborediameter increases my factorofsafety,Effects_of_design_parameters_on_objectives
but the weight incresases too,Effects_of_design_parameters_on_objectives
how much does that effect your numbers,Effects_of_design_parameters_on_objectives
sorry  I just need pistonborediameter as well,Effects_of_design_parameters_on_objectives
I can t change it from here because it will lower mass  but it will also reduce factor of safety,Effects_of_design_parameters_on_objectives
I did not,Effects_of_design_parameters_on_objectives
Supposedly increasing the offset increases mass and decreases f  so lose-lose for me,Effects_of_design_parameters_on_objectives
no i have both variables at a minimum because we got a verygood rating,Effects_of_design_parameters_on_objectives
flywheelthickness just changes the mass for me,Effects_of_design_parameters_on_objectives
higher flywheelthickness is better for me,Effects_of_design_parameters_on_objectives
can you try using  50  mm ?  and try to maximize the factorofsafety ? ,Effects_of_design_parameters_on_objectives
i know  if this were Hell s Kitchen I pistonborediameter get gordon ramsay to yell at him lol,Effects_of_design_parameters_on_objectives
and can it be lowered,Effects_of_design_parameters_on_objectives
no i do not,Effects_of_design_parameters_on_objectives
No i do not ,Effects_of_design_parameters_on_objectives
increase factorofsafety decrease mass of the connecting rod,Effects_of_design_parameters_on_objectives
i mass focusing on minimizing thickness primarily,Effects_of_design_parameters_on_objectives
increasing it will increase the force on the connecting rod,Effects_of_design_parameters_on_objectives
I am in charge of diameter and piston head thickness  Increasing diameter will increase the area  so more force  but also increase mass  Increasing head thickness will increase mass but also factorofsafety,Effects_of_design_parameters_on_objectives
nobody change anythibn,Effects_of_design_parameters_on_objectives
I currently have pistonborediameter set at  40 ,Effects_of_design_parameters_on_objectives
dont change anyhting,Effects_of_design_parameters_on_objectives
dont change anyhting,Effects_of_design_parameters_on_objectives
It looks like im better off with a smaller piston diamter if you can make that work,Effects_of_design_parameters_on_objectives
So I mass trying to pick values of pistonborediameter and tH that will minimize mass and maximize factorofsafety  but I know pistonborediameter also interacts with Force,Effects_of_design_parameters_on_objectives
Can you change pistonborediameter ? ,Exploration_of_design_parameter_values
Ok  it seems like this engine keeps getting heavier so i mass gonna make the piston smaller to change that,Effects_of_design_parameters_on_objectives
i increased the diameter to improve the factor of safety  I can reduce it if we want to try it out,Effects_of_design_parameters_on_objectives
Sounds good  I ll try to decrease shaft mass,Effects_of_design_parameters_on_objectives
Yes  I want to minimize mass but also don t want the piston head to fail,Effects_of_design_parameters_on_objectives
my part doesnt effect mass very much,Effects_of_design_parameters_on_objectives
I don t think that affects my design at all but that might reduce some mass,Effects_of_design_parameters_on_objectives
we need to work on making the design much lighter though if thats possible with your part,Effects_of_design_parameters_on_objectives
Right now I am at  90   Would you want me to increase or decrease that ? ,Effects_of_design_parameters_on_objectives
Minimize mass of connecting rod and maximize factor of safety against yielding due to buckling ,Effects_of_design_parameters_on_objectives
tH doesn t effect me  can you try decreasing pistonborediameter,Effects_of_design_parameters_on_objectives
If I increase flywheel the thickness  and diameter  the mass increases  but the factorofsafety decreases ,Effects_of_design_parameters_on_objectives
thats a double negative then right  Can you see the power components  I know we have to satisfy minimums for some specs,Effects_of_design_parameters_on_objectives
It s the smae tradeoff for everyone,Effects_of_design_parameters_on_objectives
we are very close to gettin gabove factorofsafety  equals to  2    but see if you have any combinations that have a factorofsafety right above  2  but the lowest possibole mass,Effects_of_design_parameters_on_objectives
we are very close to gettin gabove factorofsafety  equals to  2    but see if you have any combinations that have a factorofsafety right above  2  but the lowest possibole mass,Effects_of_design_parameters_on_objectives
we are very close to gettin gabove factorofsafety  equals to  2    but see if you have any combinations that have a factorofsafety right above  2  but the lowest possibole mass,Effects_of_design_parameters_on_objectives
we are very close to gettin gabove factorofsafety  equals to  2    but see if you have any combinations that have a factorofsafety right above  2  but the lowest possibole mass,Effects_of_design_parameters_on_objectives
Is that value working for you or would it work better if pistonborediameter was larger,Effects_of_design_parameters_on_objectives
What would you like the pistonborediameter to be ? ,Effects_of_design_parameters_on_objectives
it looks like my factor of safety is the lowest at  2   03   so if you need to make yours lighter and reduce the factor of safety  that would be ideal,Effects_of_design_parameters_on_objectives
Can we try something as a group- look at the projected outputs column  not the variables you control  Can everyone try to select the inputs that get the LOWEST mass output ? ,Effects_of_design_parameters_on_objectives
Can we try something as a group- look at the projected outputs column  not the variables you control  Can everyone try to select the inputs that get the LOWEST mass output ? ,Effects_of_design_parameters_on_objectives
Can we try something as a group- look at the projected outputs column  not the variables you control  Can everyone try to select the inputs that get the LOWEST mass output ? ,Effects_of_design_parameters_on_objectives
Can we try something as a group- look at the projected outputs column  not the variables you control  Can everyone try to select the inputs that get the LOWEST mass output ? ,Effects_of_design_parameters_on_objectives
Since the lowest of my designs is like  140   I mass going to prioritize mass reduction,Effects_of_design_parameters_on_objectives
The conrod said you should change it so they can see how it affects their numbers,Effects_of_design_parameters_on_objectives
it doesnt have to be that high,Effects_of_design_parameters_on_objectives
Do you know if theres a specific way all our parts work together ?  I can change mass and factorofsafety of my part but depending on like my offset do other parts need to be a certain dimension ? ,Effects_of_design_parameters_on_objectives
That s literally the lowest value i have that s above  2  though,Selected_design_parameter_values_for_objective(s)
Since the lowest of my designs is like  140   I mass going to prioritize mass reduction,Effects_of_design_parameters_on_objectives
Since the lowest of my designs is like  140   I mass going to prioritize mass reduction,Effects_of_design_parameters_on_objectives
yep just did,Effects_of_design_parameters_on_objectives
thanks  can you try increasing it to around  97   5  or something  Im trying to see how it effects my numbers,Effects_of_design_parameters_on_objectives
with piston pistonborediameter  equals to   75   bearing  150   flywheel  12  and shaft  60   we have a factorofsafety   12  above  2   but our mass is just a little high,Effects_of_design_parameters_on_objectives
with piston pistonborediameter  equals to   75   bearing  150   flywheel  12  and shaft  60   we have a factorofsafety   12  above  2   but our mass is just a little high,Effects_of_design_parameters_on_objectives
with piston pistonborediameter  equals to   75   bearing  150   flywheel  12  and shaft  60   we have a factorofsafety   12  above  2   but our mass is just a little high,Effects_of_design_parameters_on_objectives
with piston pistonborediameter  equals to   75   bearing  150   flywheel  12  and shaft  60   we have a factorofsafety   12  above  2   but our mass is just a little high,Effects_of_design_parameters_on_objectives
My part has a lot of weight so anything to reduce weight would help,Effects_of_design_parameters_on_objectives
Lowering the diameter increases my factorofsafety by about  4  and increases mass by about  1 kg,Effects_of_design_parameters_on_objectives
it seems so  yet we are still over the mass limit ? ,Effects_of_design_parameters_on_objectives
keep other component variables constant ? ,Effects_of_design_parameters_on_objectives
have you figure out how pistonborediameter effects ur numbers,Effects_of_design_parameters_on_objectives
Definitely keep it smaller rather than larger,Effects_of_design_parameters_on_objectives
Yeah a lower pistonborediameter gives me better numbers,Effects_of_design_parameters_on_objectives
yes  let s do one component each  keep the mass within   5  kg of the lowest value  and try to maximize factorofsafety,Effects_of_design_parameters_on_objectives
let s change one component each  keep the mass within   5  kg of the lowest value  and try to maximize factorofsafety,Effects_of_design_parameters_on_objectives
let s change one component each  keep the mass within   5  kg of the lowest value  and try to maximize factorofsafety,Effects_of_design_parameters_on_objectives
let s change one component each  keep the mass within   5  kg of the lowest value  and try to maximize factorofsafety,Effects_of_design_parameters_on_objectives
does the bore diameter pistonborediameter effect ur numbers ? ,Effects_of_design_parameters_on_objectives
does the bore diameter pistonborediameter effect ur numbers ? ,Effects_of_design_parameters_on_objectives
can you try to reduce flywheelthickness at all,Effects_of_design_parameters_on_objectives
I ve been talking with flywheel and he has very high mass ranges,Effects_of_design_parameters_on_objectives
Makes sense  but when I improve mine the overall systems decreases ,Effects_of_design_parameters_on_objectives
nice  mine is a lower pistonborediameter gives lower mass and factorofsafety doesnt rly change,Effects_of_design_parameters_on_objectives
its actually at the minimum,Effects_of_design_parameters_on_objectives
So I think lower pistonborediameter is better,Effects_of_design_parameters_on_objectives
Do you know how changing pistonborediameter effects your numbers ? ,Effects_of_design_parameters_on_objectives
and we ve reached the global requirements,Effects_of_design_parameters_on_objectives
ya go ahead and change it back  can you lower pistonborediameter any more ? ,Effects_of_design_parameters_on_objectives
I mass thinking larger pistonborediameter makes my part heavier,Effects_of_design_parameters_on_objectives
Lower pistonborediameter works better for both me and the rod designer  do you know how it affects the flywheel or crankshaft ? ,Effects_of_design_parameters_on_objectives
ith piston pistonborediameter  equals to   75   bearing  187   5   flywheel  12  and shaft  40   we have a factorofsafety below  2   but our mass is good  we were fair,Selected_design_parameter_values_for_objective(s)
whenever some of you change parameters my weight and factorofsafety changes,Effects_of_design_parameters_on_objectives
ill try decreasing my mass slightly,Effects_of_design_parameters_on_objectives
okay so lower pistonborediameter is better ? ,Effects_of_design_parameters_on_objectives
ith piston pistonborediameter  equals to   75   bearing  187   5   flywheel  12  and shaft  40   we have a factorofsafety below  2   but our mass is good  we were fair,Selected_design_parameter_values_for_objective(s)
ith piston pistonborediameter  equals to   75   bearing  187   5   flywheel  12  and shaft  40   we have a factorofsafety below  2   but our mass is good  we were fair,Selected_design_parameter_values_for_objective(s)
ith piston pistonborediameter  equals to   75   bearing  187   5   flywheel  12  and shaft  40   we have a factorofsafety below  2   but our mass is good  we were fair,Selected_design_parameter_values_for_objective(s)
does anyone have a variable that could decrease the mass further while still holding a high factorofsafety,Effects_of_design_parameters_on_objectives
does anyone have a variable that could decrease the mass further while still holding a high factorofsafety,Effects_of_design_parameters_on_objectives
im going to try to see what decreasing my mass slighlty does,Effects_of_design_parameters_on_objectives
im going to try to see what decreasing my mass slighlty does,Effects_of_design_parameters_on_objectives
does anyone have a variable that could decrease the mass further while still holding a high factorofsafety,Effects_of_design_parameters_on_objectives
im going to try to see what decreasing my mass slighlty does,Effects_of_design_parameters_on_objectives
does anyone have a variable that could decrease the mass further while still holding a high factorofsafety,Effects_of_design_parameters_on_objectives
Should we do  75  for pistonborediameter or not so low,Effects_of_design_parameters_on_objectives
I am going to increase the piston diameter  could you tell me if that increases or decreases your factorofsafety ? ,Effects_of_design_parameters_on_objectives
I am going to increase the piston diameter  could you tell me if that increases or decreases your factorofsafety ? ,Effects_of_design_parameters_on_objectives
I am going to increase the piston diameter  could you tell me if that increases or decreases your factorofsafety ? ,Effects_of_design_parameters_on_objectives
I am going to increase the piston diameter  could you tell me if that increases or decreases your factorofsafety ? ,Effects_of_design_parameters_on_objectives
did it  we need to drop mass more still,Effects_of_design_parameters_on_objectives
ok  Im just trying to figure out how it all works together  I was talking with someone else and sometimes when I optimize my part it hurts the overall system,Effects_of_design_parameters_on_objectives
did it  need to drop mass more,Effects_of_design_parameters_on_objectives
Bcause it changes other peoples factorofsafety properties,Effects_of_design_parameters_on_objectives
i have a really small mass  so im going to experiment with slightly higher masses and see if any of you get better simulation options,Effects_of_design_parameters_on_objectives
i have a really small mass  so im going to experiment with slightly higher masses and see if any of you get better simulation options,Effects_of_design_parameters_on_objectives
i have a really small mass  so im going to experiment with slightly higher masses and see if any of you get better simulation options,Effects_of_design_parameters_on_objectives
i have a really small mass  so im going to experiment with slightly higher masses and see if any of you get better simulation options,Effects_of_design_parameters_on_objectives
why isnt this exxcellent,Effects_of_design_parameters_on_objectives
did it go up or down ? ,Effects_of_design_parameters_on_objectives
What is the relationship between those two and factorofsafety ?  For pistonborediameter  increasing it increases area and therefore the max gas force  but also will increase mass,Effects_of_design_parameters_on_objectives
if you drop weight and i up the pin  we might still be ok,Selected_design_parameter_values_for_objective(s)
could yo slightly lower your diamter again ? ,Effects_of_design_parameters_on_objectives
unless it drastically changes the mass,Effects_of_design_parameters_on_objectives
I could try,Effects_of_design_parameters_on_objectives
i just reduced my mass,Effects_of_design_parameters_on_objectives
so I lowered the diameter and it brought the fs back down,Effects_of_design_parameters_on_objectives
can you go lower in weight while still being high factorofsafety ? ,Effects_of_design_parameters_on_objectives
can you drop weight ? ,Effects_of_design_parameters_on_objectives
its too low to have the impact it is having,Effects_of_design_parameters_on_objectives
ok youre the minimum,Selected_design_parameter_values_for_objective(s)
i jjust changed one thing and it brought mass down little  try to change your numbers slightly maybe ? ,Effects_of_design_parameters_on_objectives
do you have any lower weight options above  2   06 ,Effects_of_design_parameters_on_objectives
i jjust changed one thing and it brought mass down little  try to change your numbers slightly maybe ? ,Effects_of_design_parameters_on_objectives
you could try increasing pistonborediameter a little and see what happens overall,Effects_of_design_parameters_on_objectives
I pistonborediameter like to keep it at  47  since that help connecting rod,Effects_of_design_parameters_on_objectives
i can increase my mass by increasing thickness,Effects_of_design_parameters_on_objectives
that s a requirement,Effects_of_design_parameters_on_objectives
it costs money,Effects_of_design_parameters_on_objectives
im at  1   23  factorofsafety as well and cant get above that unless we change piston diamter to  40 ,Effects_of_design_parameters_on_objectives
that s the highest,Effects_of_design_parameters_on_objectives
It does  if one of the engineers changes their dimensions mine are forced to change,Effects_of_design_parameters_on_objectives
in order to optimize our results,Effects_of_design_parameters_on_objectives
if one of the other values changes  does it give you more options ?  Like if pistonborediameter increased or decreased ? ,Effects_of_design_parameters_on_objectives
Only change something if it will lower mass and keep fs greater than  2 ,Effects_of_design_parameters_on_objectives
but that might change the system actually,Effects_of_design_parameters_on_objectives
as someone changes their values  all other fvalues are forced to change,Effects_of_design_parameters_on_objectives
I don t think any of them will be high enough if I drop any mass,Effects_of_design_parameters_on_objectives
do you need me to change my thickness or anything like that ?  changing my thickness only affects my mass by  1   5  kg max if it helps you out with mass,Effects_of_design_parameters_on_objectives
The piston can be any value between  3  and  15 kg,Effects_of_design_parameters_on_objectives
yea I can lower the mass of the piston  I have it set at  8   84 kg right now,Effects_of_design_parameters_on_objectives
my goal is to minimize the crankshaft weight and maximize factorofsafety,Effects_of_design_parameters_on_objectives
can try small changes,Effects_of_design_parameters_on_objectives
we would want to reduce weight without reducing fs,Effects_of_design_parameters_on_objectives
how much does the crankshaft currently weigh ? ,Effects_of_design_parameters_on_objectives
there is a default one but i mass trying to figure out how to change it,Effects_of_design_parameters_on_objectives
minimize the weight of crankshaft and increase factorofsafety,Effects_of_design_parameters_on_objectives
yea  idk who changed a value  If we cant figure it out  I can lower the piston  4  pounds,Dependencies_between_design_parameters
i mass determining bearingoffset and dc,Dependencies_between_design_parameters
ok I change pistonborediameter right now its still  75 ,Effects_of_design_parameters_on_objectives
I can try lower mass  however pistonborediameter will need to increase to compensate for the reduced factorofsafety,Effects_of_design_parameters_on_objectives
 however pistonborediameter will need to increase to compensate for the reduced factorofsafety ,Effects_of_design_parameters_on_objectives
I spent a lot of time staring at it questioning my basic knowledge of engineering so I pistonborediameter recommend starting haha,Effects_of_design_parameters_on_objectives
you can change it and change it back if it gets worse,Effects_of_design_parameters_on_objectives
The weight will go over if I increase diameter,Effects_of_design_parameters_on_objectives
Higher offset lowers my factorofsafety a lot just fyi,Effects_of_design_parameters_on_objectives
If i increase diameter we go over weight  Still on lowest setting,Effects_of_design_parameters_on_objectives
it got worse so i would change it back,Effects_of_design_parameters_on_objectives
If we increase the diameter we go over the weight limit,Effects_of_design_parameters_on_objectives
keep your values from the max score we got the other guy will fix it,Effects_of_design_parameters_on_objectives
I have not,Effects_of_design_parameters_on_objectives
go back to the value you had and itll go back,Effects_of_design_parameters_on_objectives
what value are you using because my design is dependant on that value,Effects_of_design_parameters_on_objectives
We need to save weight ,Effects_of_design_parameters_on_objectives
Does youyr part depend on my values ? ,Selected_design_parameter_values_for_objective(s)
It wasn t me or the piston  Ive recorded my values in case something happens,Effects_of_design_parameters_on_objectives
nah i dont think that would change the varialbes for me,Effects_of_design_parameters_on_objectives
He changed it and it went to very good,Effects_of_design_parameters_on_objectives
I mean something changed and made it go back down to very good  but I didn t change anything  did you ? ,Effects_of_design_parameters_on_objectives
just changed it to  25  pistonborediameter and t is  10 ,Effects_of_design_parameters_on_objectives
No I have not,Effects_of_design_parameters_on_objectives
what variables do you depend on,Effects_of_design_parameters_on_objectives
I do the control flywheeldiameter but its the same,Effects_of_design_parameters_on_objectives
crankshaft is talking  but he she depends on flywheel,Dependencies_between_design_parameters
can you reduce factorofsafety a bit and reduce the weight ? ,Effects_of_design_parameters_on_objectives
I think the flywheel keeps changing values  I cant get a response tho,Effects_of_design_parameters_on_objectives
I control tH and pistonborediameter of the piston,Effects_of_design_parameters_on_objectives
pistonborediameter back to  10  now because factorofsafety is high,Effects_of_design_parameters_on_objectives
I think you need to try changing that variable and seeing if you can get a higher factorofsafety,Effects_of_design_parameters_on_objectives
For lower mass I could make it  40   it sounds like my part is the heaviest and doesn t affect factorofsafety as much,Effects_of_design_parameters_on_objectives
how much does the mass increase ? ,Effects_of_design_parameters_on_objectives
yes  we need to system wide reduce weight,Effects_of_design_parameters_on_objectives
large pistonborediameter helps me my mass is at   05   and my factorofsafety _ s is  2   03   not sure i can get much better,Effects_of_design_parameters_on_objectives
Are you changing stuff or is it still the crankshaft,Effects_of_design_parameters_on_objectives
large pistonborediameter helps me my mass is at   05   and my factorofsafety _ s is  2   03   not sure i can get much better,Effects_of_design_parameters_on_objectives
mine is a diameter and i think it relates to piston,Effects_of_design_parameters_on_objectives
large pistonborediameter helps me my mass is at   05   and my factorofsafety _ s is  2   03   not sure i can get much better,Effects_of_design_parameters_on_objectives
large pistonborediameter helps me my mass is at   05   and my factorofsafety _ s is  2   03   not sure i can get much better,Effects_of_design_parameters_on_objectives
Make sure your part s factorofsafety isnt the same as the sub system s  If it is  increase it slightly,Effects_of_design_parameters_on_objectives
Can you increase mass slightly ? ,Effects_of_design_parameters_on_objectives
Increase,Effects_of_design_parameters_on_objectives
 increaseing,Effects_of_design_parameters_on_objectives
the piston is the part that affects all the others as no one elses affects me so im staying at my set values,Effects_of_design_parameters_on_objectives
the piston is the part that affects all the others as no one elses affects me so im staying at my set values,Effects_of_design_parameters_on_objectives
the piston is the part that affects all the others as no one elses affects me so im staying at my set values,Effects_of_design_parameters_on_objectives
the piston is the part that affects all the others as no one elses affects me so im staying at my set values,Effects_of_design_parameters_on_objectives
Yeah I tried decreasing the weight,Effects_of_design_parameters_on_objectives
the piston is the part that affects all the others as no one elses affects me so im staying at my set values,Effects_of_design_parameters_on_objectives
that is a lot  between you and the piston  you guys have the majority of the weight,Effects_of_design_parameters_on_objectives
the piston is the part that affects all the others as no one elses affects me so im staying at my set values,Effects_of_design_parameters_on_objectives
can you decrease the weight a bit maybe,Effects_of_design_parameters_on_objectives
the systemwide weight is kinda high,Selected_design_parameter_values_for_objective(s)
if we could decrease for another  2  kg we should get excellent,Effects_of_design_parameters_on_objectives
I was testing the lower diameter for less mass  Changed it back now,Effects_of_design_parameters_on_objectives
thats getting better  Im working w the piston to find the best pistonborediameter and will let you konw when we do,Effects_of_design_parameters_on_objectives
I agree  I am still at the same place I was at when we had excellent  I have not changed my variables  I was just saying that I cannot help in bringing down the mass any further,Effects_of_design_parameters_on_objectives
I cant decrease the weight without decreasing the facto of safety below  2 ,Effects_of_design_parameters_on_objectives
I can reduce it by lowering diameter or thickness which lowers my factorofsafety,Effects_of_design_parameters_on_objectives
not me  at lowest weight possible,Effects_of_design_parameters_on_objectives
the weight increased for some reason,Effects_of_design_parameters_on_objectives
headthickness  pistonborediameter  mass  factorofsafety,Selected_design_parameter_values_for_objective(s)
We need to save weight,Effects_of_design_parameters_on_objectives
ok im gonna change the conrod a little to see if i can get it to work  If not Ill just change it back and we ll take Very Good  No one change anything else,Effects_of_design_parameters_on_objectives
ok im gonna change the conrod a little to see if i can get it to work  If not Ill just change it back and we ll take Very Good  No one change anything else,Effects_of_design_parameters_on_objectives
Lower makes it worse,Effects_of_design_parameters_on_objectives
lowest mass is at pistonborediameter equals to  40 ,Effects_of_design_parameters_on_objectives
ok im gonna change the conrod a little to see if i can get it to work  If not Ill just change it back and we ll take Very Good  No one change anything else,Effects_of_design_parameters_on_objectives
mine is at  2   03   dont think i can make changes  unless there is a better combination that requires changes from all of us,Effects_of_design_parameters_on_objectives
ok im gonna change the conrod a little to see if i can get it to work  If not Ill just change it back and we ll take Very Good  No one change anything else,Effects_of_design_parameters_on_objectives
lowest mass is at pistonborediameter equals to  40   changing it to that,Effects_of_design_parameters_on_objectives
try to find a good combination at pistonborediameter equals to  40 ,Effects_of_design_parameters_on_objectives
lowest mass is at pistonborediameter equals to  40   changing it to that,Effects_of_design_parameters_on_objectives
down ok with it but if you want to try some more then I will hang around,Effects_of_design_parameters_on_objectives
I am ok with it but if you want to try some more then I will hang around,Effects_of_design_parameters_on_objectives
variable that affects my mass and factorofsafety is just diameter  so I ve been minimizing my  outputs  on that diameter,Effects_of_design_parameters_on_objectives
do you think increase factorofsafety of lighter componet while decreasing factorofsafety of my part will work ? ,Effects_of_design_parameters_on_objectives
do you think increase factorofsafety of lighter componet while decreasing factorofsafety of my part will work ? ,Effects_of_design_parameters_on_objectives
any good values for the piston bore pistonborediameter ? ,Effects_of_design_parameters_on_objectives
Just broadcasted it  I set pistonborediameter at  55 ,Effects_of_design_parameters_on_objectives
Just broadcasted it  looks like  55  for pistonborediameter was a good choice,Effects_of_design_parameters_on_objectives
Hello  can you send me the flywheeldiameter and flywheelthickness value greater than ,Effects_of_design_parameters_on_objectives
Yeah it keeps showing up as poor for me as well  Let me play with the piston some more  I was looking at the auto engine and didn t see how small our mass had to be,Effects_of_design_parameters_on_objectives
i can also cut weight but it will reduce factorofsafety,Effects_of_design_parameters_on_objectives
ill try to run simulation more to see if there is any other cases that has bigger f,Effects_of_design_parameters_on_objectives
It increases the mass a lot,Effects_of_design_parameters_on_objectives
alright  I can get  2   77  with that value for pistonborediameter  Do you plan on changing pistonborediameter ? ,Effects_of_design_parameters_on_objectives
lets go back to  90  maybe ?  the quality dropped,Effects_of_design_parameters_on_objectives
Ok the ideal design for me is pistonborediameter at  40   My mass goes down to  1   28  and factorofsafety at  17   82   Try that,Effects_of_design_parameters_on_objectives
Ok the ideal design for me is pistonborediameter at  40   My mass goes down to  1   28  and factorofsafety at  17   82   Try that,Effects_of_design_parameters_on_objectives
We need to cut the weight to get it reasonable,Effects_of_design_parameters_on_objectives
So good news  turns out the rod thickness increase from  6   5  mm to  7  mm increased the factorofsafety by  0   23  but only increased the weight by  0   13  kg,Effects_of_design_parameters_on_objectives
Ok the ideal design for me is pistonborediameter at  40   My mass goes down to  1   28  and factorofsafety at  17   82   Try that,Effects_of_design_parameters_on_objectives
Ok the ideal design for me is pistonborediameter at  40   My mass goes down to  1   28  and factorofsafety at  17   82   Try that,Effects_of_design_parameters_on_objectives
I agree  My part increases in weight linearly and increases in factorofsafety exponentially so its probably better to maximize it  Do you have a part that increases in factorofsafety only linearly ?  you can see it on the graphs,Effects_of_design_parameters_on_objectives
pistonborediameter isn t controlled by me,Effects_of_design_parameters_on_objectives
factorofsafety is back i increased thickness,Effects_of_design_parameters_on_objectives
ill try cut a bit of weight with flywheeldiameter,Effects_of_design_parameters_on_objectives
I mass gonna try to keep the conrod-crank ratio down,Effects_of_design_parameters_on_objectives
it updates the global model,Effects_of_design_parameters_on_objectives
minimized the mass because the flywheel is unlikely to fail,Effects_of_design_parameters_on_objectives
Hold on maybe I can lower the thickness,Effects_of_design_parameters_on_objectives
but I can slightly increase mass to get  2   63  factorofsafety,Effects_of_design_parameters_on_objectives
