full_text,label
could you try decreasing the piston bore ?  Based on my simulations it really helps with weight and doesn t significantly impact factorofsafety,Asking_for_information
Is it safe to say we are only tweaking flywheeldiameter and pistonborediameter at this point ?  I have partial control over flywheeldiameter  What do you have ? ,Asking_for_information
Is it safe to say we are only tweaking flywheeldiameter and pistonborediameter at this point ?  I have partial control over flywheeldiameter  What do you have ? ,Asking_for_information
Is it safe to say we are only tweaking flywheeldiameter and pistonborediameter at this point ?  I have partial control over flywheeldiameter  What do you have ? ,Asking_for_information
i thought we are done ? ,Asking_for_information
do you have your factorofsafety as close to  2 ,Asking_for_information
do you have your factorofsafety as close to  2  ? ,Asking_for_information
How is your factorofsafety related to my pin parameters ? ,Asking_for_information
Hi  please keep me updated on the piston bore diameter,Asking_for_information
How is your factorofsafety related to my pin parameters ? ,Asking_for_information
How is your factorofsafety related to my pin parameters ? ,Asking_for_information
How is your factorofsafety related to my pin parameters ? ,Asking_for_information
Hi  what is the flywheel shaft diameter ? ,Asking_for_information
Need anything from me ? ,Asking_for_information
Need anything from me ? ,Asking_for_information
Need anything from me ? ,Asking_for_information
Hi  what have you decided for the piston bore diameter ? ,Asking_for_information
Is your piston pin the same as the crankshaft-pin ? ,Asking_for_information
Please let me know if you change the piston bore diameter,Asking_for_information
what diameter have you chosen ? ,Asking_for_information
what is the thickness you have on that right now with a pistonborediameter equals to  15  ? ,Asking_for_information
got it ,Asking_for_information
any preference on the piston bore diameter ? ,Asking_for_information
Hey could I get the value of the piston bore diameter whenever you ve got it ? ,Asking_for_information
What are your initial ideas for bearing offset ? ,Asking_for_information
what s your current bore diameter,Asking_for_information
Are you referring to the piston bore diameter ? ,Asking_for_information
Is higher or lower pistonborediameter better for you ? ,Asking_for_information
Is higher or lower pistonborediameter better for you ? ,Asking_for_information
Are they related ?  There is nothing in my design to indicate that they are,Asking_for_information
where do you see  90 ,Asking_for_information
What does it look like for you ? ,Asking_for_information
Maybe ?  My pin length is called l 1   el  1   and I also control the inner and outer diameter of the pin  pistonborediameter 0  and di ,Asking_for_information
Do you need any information from me ? ,Asking_for_information
Do you need any information from me ? ,Asking_for_information
piston told me,Asking_for_information
How does crankshaft-pin diameter affect your mass and factorofsafety ? ,Asking_for_information
Do you have an estimate to what diameter you want for the piston bore ? ,Asking_for_information
What is your current factorofsafety ? ,Asking_for_information
let me know what dims work for you and i can run simulations with them,Asking_for_information
What s your current flywheel shaft diameter and thickness ? ,Asking_for_information
What piston bore diameter are you using ? ,Asking_for_information
is a larger or smaller bore diameter good for you ? ,Asking_for_information
is a larger or smaller bore diameter good for you ? ,Asking_for_information
is a larger or smaller bore diameter good for you ? ,Asking_for_information
what is your current factorofsafety ? ,Asking_for_information
what have you chosen for diameter,Asking_for_information
What are the the piston bore diameter are we making ? ,Asking_for_information
My current factorofsafety is  7   69   what is yours ? ,Asking_for_information
what about you ? ,Asking_for_information
does a higher or lower bore diameter benefit you ? ,Asking_for_information
Don t forget to broadcast your most promising results,Asking_for_information
Don t forget to broadcast your most promising results,Asking_for_information
Don t forget to broadcast your most promising results,Asking_for_information
my current factorofsafety is  1   35   connecting rod designedr has  7   69   what do you have ? ,Asking_for_information
my current factorofsafety is  1   35   connecting rod designedr has  7   69   what do you have ? ,Asking_for_information
my current factorofsafety is  1   35   conrod has  7   69   what do you have ? ,Asking_for_information
we should figure out who s factorofsafety is  0   44 ,Asking_for_information
what values are you using for the flywheel shaft diameter and thickness of flywheel,Asking_for_information
What s r ?  I think they gave us different variable names,Asking_for_information
is your factorofsafety  0   44  ? ,Asking_for_information
what is your offset right now,Asking_for_information
you good if we start with a smaller bore diameter of  45  ?  if that doesn t work we can increase it,Asking_for_information
what is your current factorofsafety ? ,Asking_for_information
It just updated to  3   2   but yea  Is there any parameter you need from me ? ,Asking_for_information
what is your current factorofsafety ? ,Asking_for_information
What can you change that increases your factorofsafety ? ,Asking_for_information
anyway to reduce mass while keeping factorofsafety above  2  ? ,Asking_for_information
Do you need anything from me ? ,Asking_for_information
Do you need anything from me ? ,Asking_for_information
No  do you need anything from me ? ,Asking_for_information
Do you need anything from me ? ,Asking_for_information
how much mass is your part ? ,Asking_for_information
What s your sub-system mass now ? ,Asking_for_information
how much mass is your part ? ,Asking_for_information
how much mass is your part ? ,Asking_for_information
what s your factorofsafety,Asking_for_information
 ? ,Asking_for_information
what is your mass ? ,Asking_for_information
Hello  Do you need any parameters from me ? ,Asking_for_information
Hello  What parameters do you need from me,Asking_for_information
Hello  What parameters do you need from me,Asking_for_information
What is your factorofsafety ?  ,Asking_for_information
whats your mass ? ,Asking_for_information
what is your bearing offset  ? ,Asking_for_information
How does changing pistonborediameter affect your factorofsafety ? ,Asking_for_information
my new factorofsafety is  3   24   did that affect yours at all ? ,Asking_for_information
my subsystem factorofsafety is reporting in the thousands  ? ,Asking_for_information
Let me know if you change the bearing offset,Asking_for_information
what s your mass  ? ,Asking_for_information
any way to reduce the flywheel diameter ?  my mass is currently  1   93  but would reduce to  1   56  if diameter changed to  20 ,Asking_for_information
Do you need any parameters from me  ? ,Asking_for_information
Do you need any parameters from me  ? ,Asking_for_information
Factor of safety is minimum  So one of us has a factorofsafety of  1   Is it you ? ,Asking_for_information
Factor of safety is minimum  So one of us has a factorofsafety of  1   Is it you ? ,Asking_for_information
Factor of safety is minimum  So one of us has a factorofsafety of  1   Is it you ? ,Asking_for_information
Factor of safety is minimum  So one of us has a factorofsafety of  1   Is it you ? ,Asking_for_information
Does a piston diameter of  85  work well for you ? ,Asking_for_information
but I think we re struggling with factorofsafety now,Asking_for_information
can you reduce is closer to  2  while decreasing mass ? ,Asking_for_information
Does a piston diameter of  85  work well for you ? ,Asking_for_information
Does a piston diameter of  85  work well for you ? ,Asking_for_information
Does a piston diameter of  85  work well for you ? ,Asking_for_information
what s the diameter you re using ? ,Asking_for_information
is the factorofsafety a sum of our factorofsafety  ? ,Asking_for_information
any way to make your part smaller ?  i think your part weighs the most ,Asking_for_information
What s your factorofsafety right now ? ,Asking_for_information
dont we just need above  2  though ? ,Asking_for_information
what s your factorofsafety ? ,Asking_for_information
What are your mass and factorofsafety ? ,Asking_for_information
cool  let us know if we should change the bore diameter,Asking_for_information
What are your mass and factorofsafety ? ,Asking_for_information
is your factorofsafety still  5000  ish ? ,Asking_for_information
What testbed variables do you have ? ,Asking_for_information
What testbed variables do you have ? ,Asking_for_information
can you get it above  2  ?  ,Asking_for_information
What testbed variables do you have ? ,Asking_for_information
What testbed variables do you have ? ,Asking_for_information
Wait   13000  for factorofsafety ? ,Asking_for_information
Are you broadcasting it ? ,Asking_for_information
are you still using A pistonborediameter equals to  40  ? ,Asking_for_information
what s your factor of safety currently,Asking_for_information
Are you broadcasting,Asking_for_information
What is your factorofsafety ? ,Asking_for_information
Are you broadcasting that ? ,Asking_for_information
Okay try and change bearingoffset,Asking_for_information
What s your mass ? ,Asking_for_information
What s your mass ? ,Asking_for_information
we just need our factorofsafety to be more than  2   ? ,Asking_for_information
is your factorofsafety still  2   01   ? ,Asking_for_information
or is it each case by case for each part  ? ,Asking_for_information
what s your factorofsafety  ? ,Asking_for_information
whats your factorofsafety  ? ,Asking_for_information
do you know if each part has a specific factorofsafety requirement  ? ,Asking_for_information
whats your factorofsafety  ? ,Asking_for_information
is your factorofsafety  1   79  ? ,Asking_for_information
whats the pistonborediameter and t values you,Asking_for_information
What is your factorofsafety ? ,Asking_for_information
hmm  anything I can do to help reduce your mass ? ,Asking_for_information
re using now ? ,Asking_for_information
do you know if each part has a specific factorofsafety requirement  ? ,Asking_for_information
Have you changed your values any ? ,Asking_for_information
do you know if each part has a specific factorofsafety requirement  ? ,Asking_for_information
what do they need to increase it ? ,Asking_for_information
Are you broadcasting ? ,Asking_for_information
How does flywheel shaft diameter and thickness affect your mass ? ,Asking_for_information
What are your values ? ,Asking_for_information
What s your mass rn ? ,Asking_for_information
ok let me see how that effects my design,Asking_for_information
Do you have any dependencies with others measurements that could help your values ? ,Asking_for_information
What s your mass rn ? ,Asking_for_information
What s your mass rn ? ,Asking_for_information
What is your current factorofsafety ? ,Asking_for_information
what s your mass,Asking_for_information
Is there any way you can reduce pistonborediameter ? ,Asking_for_information
What is your mass ? ,Asking_for_information
Let me know if changing my pistonborediameter value could help improve the factorofsafety or mass,Asking_for_information
how did the mass increase by this much,Asking_for_information
Let me know if changing my pistonborediameter value could help improve the factorofsafety or mass,Asking_for_information
What is your factorofsafety and mass at currently ? ,Asking_for_information
and factorofsafety ? ,Asking_for_information
Let me know if changing my pistonborediameter value could help improve the factorofsafety or mass,Asking_for_information
What other parameters do you have ?  Other than bearingoffset,Asking_for_information
What is your factorofsafety and mass at currently ? ,Asking_for_information
what s your factorofsafety ? ,Asking_for_information
Are your values finalized ?  I see we are at excellent now ,Asking_for_information
Hi  what the values you are using ? ,Asking_for_information
Are your values finalized ?  I see we are at excellent now ,Asking_for_information
Are your values finalized ?  I see we are at excellent now ,Asking_for_information
do you know why ? ,Asking_for_information
what do you need to increase it ? ,Asking_for_information
Does it look to you like we re meeting the global requirements now ? ,Asking_for_information
What is your factorofsafety right now ? ,Asking_for_information
if you increase the diameter,Asking_for_information
what s your current factorofsafety,Asking_for_information
did you try playing around with bearing offset  ? ,Asking_for_information
Did your values just change ? ,Asking_for_information
What s your factorofsafety ? ,Asking_for_information
Wait  did you just change a value ? ,Asking_for_information
how does dc affect mass and factor of safety,Asking_for_information
What s your factorofsafety ? ,Asking_for_information
What s your factorofsafety ? ,Asking_for_information
What s your factorofsafety ? ,Asking_for_information
Did you change your broadcast ? ,Asking_for_information
are you still updating mass ?  we were in excellent,Asking_for_information
Did you change your broadcast ? ,Asking_for_information
are you still updating mass ?  we were in excellent,Asking_for_information
Yeah for a second we were meeting both I wonder what just updated ? ,Asking_for_information
what s your factorofsafety  ? ,Asking_for_information
what inputs do you control ? ,Asking_for_information
how do they affect the mass and safety factor,Asking_for_information
What are your design variables currently ? ,Asking_for_information
okay sounds goof,Asking_for_information
What are your design variables currently ? ,Asking_for_information
For pistonborediameter  equals to  85   what was your mass,Asking_for_information
What are your design variables currently ? ,Asking_for_information
what s your factorofsafety  ? ,Asking_for_information
What are your design variables currently ? ,Asking_for_information
whats your current factorofsafety,Asking_for_information
What s your factorofsafety ? ,Asking_for_information
What s your factorofsafety ? ,Asking_for_information
What s your factorofsafety ? ,Asking_for_information
whats your factorofsafety  ? ,Asking_for_information
Our factorofsafety just went down to  0   96   Is yours still good ? ,Asking_for_information
what is your factorofsafety ?  can you reduce your mass at all while staying above factorofsafety equals to  2   1 ,Asking_for_information
is there any way you can reduce mass   factorofsafety and still remain above  2   0  ? ,Asking_for_information
our quality just went way down  did you change anything ? ,Asking_for_information
What s your factorofsafety ? ,Asking_for_information
whats your current factorofsafety  ? ,Asking_for_information
Can your mass be reduced at all ? ,Asking_for_information
whats your current factorofsafety  ? ,Asking_for_information
What s your factorofsafety ? ,Asking_for_information
whats your current factorofsafety  ? ,Asking_for_information
What are you broadcasting ? ,Asking_for_information
Did you change anything ?  factorofsafety just tanked,Asking_for_information
What are you broadcasting ?  ,Asking_for_information
true  what s your mass ? ,Asking_for_information
What s your factorofsafety ? ,Asking_for_information
what s your factorofsafety ? ,Asking_for_information
what is your factorofsafety now ? ,Asking_for_information
What did you guys get,Asking_for_information
shoot something changed,Asking_for_information
Can you do pistonborediameter  equals to  85  ? ,Asking_for_information
do we have a pistonpin  ?  because no one is answering me,Asking_for_information
which part of the piston are you handling ? ,Asking_for_information
factorofsafety ,Asking_for_information
 ? ,Asking_for_information
Wait are we using pistonborediameter  equals to   85  or  75  ? ,Asking_for_information
Who is the   96  factorofsafety ? ,Asking_for_information
are you changing anything  ? ,Asking_for_information
what s yours ? ,Asking_for_information
do any other parameters from other designs affect your weight ? ,Asking_for_information
is your fs still  2   1  ? ,Asking_for_information
We need to get the factorofsafety higher even if it means the mass is greater than  35 ,Asking_for_information
mass factorofsafety ? ,Asking_for_information
are you making any changes  ? ,Asking_for_information
are you making any changes  ? ,Asking_for_information
 1   25  ? ,Asking_for_information
How about we don t change anything and let one person run simulations at a time,Asking_for_information
so let do the best design at  45 ,Asking_for_information
What s going on  bud ? ,Asking_for_information
Can you change back to what you had before  The factorofsafety needs to increase ,Asking_for_information
Like now,Asking_for_information
was your factorofsafety less than  1  now,Asking_for_information
what are your design variables and the other variable that is important to you ? ,Asking_for_information
what are your design variables and the other variable that is important to you ? ,Asking_for_information
what are your design variables and the other variable that is important to you ? ,Asking_for_information
what are your design variables and the other variable that is important to you ? ,Asking_for_information
can you please share your design variables so that we know what each needs,Asking_for_information
what are your design variables and the other variable that is important to you ? ,Asking_for_information
what are your design variables and the other variable that is important to you ? ,Asking_for_information
what are your design variables and the other variable that is important to you ? ,Asking_for_information
heyhey,Asking_for_information
Who is this ? ,Asking_for_information
need :  crankshaft bearing offset,Asking_for_information
need :  crankshaft bearing offset,Asking_for_information
need :  crankshaft bearing offset,Asking_for_information
who is this ?  ,Asking_for_information
need :  crankshaft bearing offset,Asking_for_information
who is this ?  ,Asking_for_information
Nicole who dis ? ,Asking_for_information
you ? ,Asking_for_information
new phone who dis ? ,Asking_for_information
what are your design variables and the other variable that is important to you ? ,Asking_for_information
Crankshaft bearing offset ?  I don t control that variable ,Asking_for_information
need :  piston bore diamter,Asking_for_information
so we need to work together for bearingoffset,Asking_for_information
hey did you find a diameter for the piston bore ? ,Asking_for_information
need :  piston bore diamter,Asking_for_information
lil nas ?  ?  ?  ? ,Asking_for_information
Whichever works best for you,Asking_for_information
new phone who dis ? ,Asking_for_information
looks like we both need bore diameter from piston,Asking_for_information
what do you control and what do you need,Asking_for_information
Does the thickness of the piston head effect your part at all ? ,Asking_for_information
If you decrease you piston diameter does it decrease mass and factorofsafety ? ,Asking_for_information
do you have offset value ? ,Asking_for_information
hey  Im seeing the Thickness of flywheel to be  10  mm  is this what you got ? ,Asking_for_information
 ? ,Asking_for_information
the bearing support offset ? ,Asking_for_information
so you dont need anything fom me right ? ,Asking_for_information
do you know what s going on ? ,Asking_for_information
I see that bearingoffset should be  60  is that what you have ? ,Asking_for_information
do you know what s going on ? ,Asking_for_information
do you know what s going on ? ,Asking_for_information
which you control,Asking_for_information
you have o maximise bearingoffset right ? ,Asking_for_information
Ok do you have a set variable ?  In your chart,Asking_for_information
do you need r 2  or r 3  ? ,Asking_for_information
group :  can we all try broadcasting settings that are in the middle of our ranges ? ,Asking_for_information
what i was told,Asking_for_information
group :  can we all try broadcasting settings that are in the middle of our ranges ? ,Asking_for_information
group :  can we all try broadcasting settings that are in the middle of our ranges ? ,Asking_for_information
So you want me to increase diameter ? ,Asking_for_information
group :  can we all try broadcasting settings that are in the middle of our ranges ? ,Asking_for_information
Di the numbers change for you ? ,Asking_for_information
Did,Asking_for_information
What do you need from me ? ,Asking_for_information
thought,Asking_for_information
Do your variables depend on piston bore diameter and piston head thickness ? ,Asking_for_information
Do you need flywheel s thickness ? ,Asking_for_information
can you go to the minimum bore diameter real quick,Asking_for_information
how does diameter affect your part ? ,Asking_for_information
what s the projected mass and factorofsafety for your chosen part ? ,Asking_for_information
 ? ,Asking_for_information
Im still at poor quality  are you as well ? ,Asking_for_information
Is  70  the best value for bore design or have you not messed with it yet ? ,Asking_for_information
you said piston diameter is in your equation right ? ,Asking_for_information
ya  and im at poor quality  are you as well ? ,Asking_for_information
how does the change in piston diameter affect your mass factor of safety,Asking_for_information
try reducing bearingoffset ? ,Asking_for_information
how does the piston bore diameter affect your equations ? ,Asking_for_information
okay I agree  so I need minimal for me I am thinking  But how minimal do you think i could go without causing an issue ? ,Asking_for_information
How is the factor of safety,Asking_for_information
who many rounds do we getr ? ,Asking_for_information
get ,Asking_for_information
do you control piston bore diameter ? ,Asking_for_information
do you control piston bore diameter ? ,Asking_for_information
do you control piston bore diameter ? ,Asking_for_information
what is the range of values you can choose ? ,Asking_for_information
do you control piston bore diameter ? ,Asking_for_information
what factors does your sheet you depend on that come from other people ? ,Asking_for_information
what factors does your sheet you depend on that come from other people ? ,Asking_for_information
see if you can change the oiston bore diamter to lower,Asking_for_information
group :  how much does your part currently weigh,Asking_for_information
group :  how much does your part currently weigh,Asking_for_information
group :  how much does your part currently weigh,Asking_for_information
group :  how much does your part currently weigh,Asking_for_information
do u know how many rounds we get ? ,Asking_for_information
what does thatdo ? ,Asking_for_information
What do your factorofsafety numbers look like ? ,Asking_for_information
do you have flywheeldiameter ? ,Asking_for_information
okay so I think i need a smaller Piston Bore diameter,Asking_for_information
group :  ok remember the current values you have as back up,Asking_for_information
group :  ok remember the current values you have as back up,Asking_for_information
group :  ok remember the current values you have as back up,Asking_for_information
group :  ok remember the current values you have as back up,Asking_for_information
there are rounds ? ,Asking_for_information
What variables do you control ? ,Asking_for_information
can you get it to  60  ? ,Asking_for_information
what factors of the crank shaft ? ,Asking_for_information
i think its just the number of times youve broadcasted ? ,Asking_for_information
How much mass ? ,Asking_for_information
do you have flywheelthickness ? ,Asking_for_information
what is your factor of safety ? ,Asking_for_information
what factors does your sheet you depend on that come from other people ? ,Asking_for_information
group - what does your design depend on  and how does it change mass and factorofsafety ? ,Asking_for_information
group - what does your design depend on  and how does it change mass and factorofsafety ? ,Asking_for_information
group - what does your design depend on  and how does it change mass and factorofsafety ? ,Asking_for_information
maybe use a smaller bearingoffset,Asking_for_information
group - what does your design depend on  and how does it change mass and factorofsafety ? ,Asking_for_information
What mass ranges do you have the option of ? ,Asking_for_information
what factors does your sheet that you depend on that come from other people ? ,Asking_for_information
do you wanna lower the mass further to see what we get or no ? ,Asking_for_information
What is your current mass ? ,Asking_for_information
what mass are you getting ? ,Asking_for_information
what mass are you getting ? ,Asking_for_information
group - what design variable do you not control that your design depends on,Asking_for_information
group - what design variable do you not control that your design depends on,Asking_for_information
group - what design variable do you not control that your design depends on,Asking_for_information
group - what design variable do you not control that your design depends on,Asking_for_information
is there anything i can do ? ,Asking_for_information
what mass are you using ? ,Asking_for_information
Do you know who controls those factors ? ,Asking_for_information
What are the weight and factorofsafety ranges for your part ?  Mine are   12  to  3   85  kg   2  to  60  for factorofsafety  Sending to everyone,Asking_for_information
What are the weight and factorofsafety ranges for your part ?  Mine are   12  to  3   85  kg   2  to  60  for factorofsafety  Sending to everyone,Asking_for_information
So what is your bearingoffset value ? ,Asking_for_information
What are the weight and factorofsafety ranges for your part ?  Mine are   12  to  3   85  kg   2  to  60  for factorofsafety  Sending to everyone,Asking_for_information
What are the weight and factorofsafety ranges for your part ?  Mine are   12  to  3   85  kg   2  to  60  for factorofsafety  Sending to everyone,Asking_for_information
Please do,Asking_for_information
yeah  what is factorofsafety ? ,Asking_for_information
can you try increasing flywheeldiameter ? ,Asking_for_information
Do you have an option of an factorofsafety of at least  1  ? ,Asking_for_information
and what is your factorofsafety ? ,Asking_for_information
for mass ? ,Asking_for_information
and factorofsafety ? ,Asking_for_information
Whats your lowest mass ? ,Asking_for_information
what current mass and factorofsafety do you have ? ,Asking_for_information
done,Asking_for_information
There ? ,Asking_for_information
wait in the complete range ? ,Asking_for_information
awesome  i think this will help  Should I go to my lowest setting or no ?  Im on my second to lowest setting right now,Asking_for_information
so bearingoffset low ? ,Asking_for_information
Can you send me your mass ? ,Asking_for_information
do you control pistonborediameter flywheeldiameter or flywheelthickness ? ,Asking_for_information
What is your max factorofsafety ?  I think it would be worth it to try and get above  1 ,Asking_for_information
Can you send me your mass ? ,Asking_for_information
Can you send me your mass ? ,Asking_for_information
Can you send me your mass ? ,Asking_for_information
Do you need dc ? ,Asking_for_information
 150  is lowest right ? ,Asking_for_information
what parameters do you have ? ,Asking_for_information
are you working with others ?  Flywheel only depends on crankshaft and it will only affect crankshaft so Idk what to do with others,Asking_for_information
can you share your equations ? ,Asking_for_information
what parameters do you have ? ,Asking_for_information
can you look in the ranges,Asking_for_information
do you need to work with bearingoffset ? ,Asking_for_information
okay  what mass are you at ,Asking_for_information
 what values is everyone in control of,Asking_for_information
 what values is everyone in control of,Asking_for_information
 what values is everyone in control of,Asking_for_information
  ? ,Asking_for_information
 what values is everyone in control of,Asking_for_information
 ?  ? ,Asking_for_information
are you conerned with dimension dc ? ,Asking_for_information
can you please share your variables with just the letters,Asking_for_information
which do you need,Asking_for_information
if you read design variables section on the sheet,Asking_for_information
can you please share your variables with just the letters,Asking_for_information
Alright sounds good  Does the bore diameter effect you at all ? ,Asking_for_information
what you need and what you have,Asking_for_information
it will say what you are controlling and what your measures are depending on,Asking_for_information
who are you working with ? ,Asking_for_information
Maybe ?  Try it and see what happens,Asking_for_information
What do you mean ?   0   52  is my minimum mass,Asking_for_information
can you decrease the thickness and increase diametera ? ,Asking_for_information
is there any way you can make our factorofsafety increase,Asking_for_information
can you share your variable letters  what you control and what you need ,Asking_for_information
ok and which do you depend on,Asking_for_information
group - does anyones part depend on the connecting rod ?   t 1  or r 1    thickness or length ,Asking_for_information
i did try it a few minutes ago  did anythjing change ?  Ill try it again,Asking_for_information
group - does anyones part depend on the connecting rod ?   t 1  or r 1    thickness or length ,Asking_for_information
group - does anyones part depend on the connecting rod ?   t 1  or r 1    thickness or length ,Asking_for_information
group - does anyones part depend on the connecting rod ?   t 1  or r 1    thickness or length ,Asking_for_information
and which do you need,Asking_for_information
also how much does bore diameter effect you ?  If i go down to the lowest bore diameter I can increase factorofsafety a bit,Asking_for_information
Could you reselect your previous lower mass simulation if you havent already ? ,Asking_for_information
what r do you have for the pin ? ,Asking_for_information
what is your range for mass ? ,Asking_for_information
Whats your factorofsafety,Asking_for_information
do you depend on my variables ? ,Asking_for_information
because i believe your part is the heaviest,Asking_for_information
Lets improve lowest factorofsafety now  What is yours ? ,Asking_for_information
Lets improve lowest factorofsafety now  What is yours ? ,Asking_for_information
Lets improve lowest factorofsafety now  What is yours ? ,Asking_for_information
Lets improve lowest factorofsafety now  What is yours ? ,Asking_for_information
group- does anyone depend on flywheelthickness  flywheeldiameter,Asking_for_information
group- does anyone depend on flywheelthickness  flywheeldiameter,Asking_for_information
group- does anyone depend on flywheelthickness  flywheeldiameter,Asking_for_information
group- does anyone depend on flywheelthickness  flywheeldiameter,Asking_for_information
Could you try decreasing it again ?  I mass trying to raise my factorofsafety more since my mass is so small,Asking_for_information
is there any way you can increase factorofsafety,Asking_for_information
What is your range of factorofsafety ? ,Asking_for_information
what do you need,Asking_for_information
What s the factorofsafety of your current selection ?  I mass trying to figure out what part has the most influnce over factorofsafety,Asking_for_information
What s the factorofsafety of your current selection ?  I mass trying to figure out what part has the most influnce over factorofsafety,Asking_for_information
What s the factorofsafety of your current selection ?  I mass trying to figure out what part has the most influnce over factorofsafety,Asking_for_information
do you depend on t 1  or r 1  ? ,Asking_for_information
Have you been changing the piston and seeing how the piston-pin can be changed ? ,Asking_for_information
can you change yours ?  Piston and flywheel just changed theres,Asking_for_information
 Do you guys just want to keep this setting and change one at a time ? ,Asking_for_information
do you depend on t 1  or r 1  ? ,Asking_for_information
Something just took a hit  Any idea what changed ? ,Asking_for_information
what option are you currently on,Asking_for_information
how much does your factorofsafety increase though ?  because then we could save mass in other parts,Asking_for_information
group :  who s next ? ,Asking_for_information
What is your factorofsafety ? ,Asking_for_information
group :  who s next ? ,Asking_for_information
group :  who s next ? ,Asking_for_information
you done ? ,Asking_for_information
group :  who s next ? ,Asking_for_information
do you depend on t 1  or r 1  ? ,Asking_for_information
do you depend on t 1  or r 1  ? ,Asking_for_information
whats your current factorofsafety,Asking_for_information
can you raise factorofsafety still ? ,Asking_for_information
Is your factorofsafety twelve hundred ?  ?  ,Asking_for_information
 anyone has lower factorofsafety change when mass dec ? ,Asking_for_information
do you think lower diameter will give you a higher factorofsafety ? ,Asking_for_information
t 1  or flywheelthickness ? ,Asking_for_information
what do you control ,Asking_for_information
what what happened ?  We had our factorofsafety above  2  ,Asking_for_information
what what happened ?  We had our factorofsafety above  2  ,Asking_for_information
Can you reduce piston factorofsafety ? ,Asking_for_information
We had fair a minute ago  who has been making changes ?  I haven t changed anything,Asking_for_information
We had fair a minute ago  who has been making changes ?  I haven t changed anything,Asking_for_information
We had fair a minute ago  who has been making changes ?  I haven t changed anything,Asking_for_information
We had fair a minute ago  who has been making changes ?  I haven t changed anything,Asking_for_information
Whoever just changed something about factorofsafety change it back   It made it worse,Asking_for_information
Whoever just changed something about factorofsafety change it back   It made it worse,Asking_for_information
Whoever just changed something about factorofsafety change it back   It made it worse,Asking_for_information
Group :  alert everyone before you change anything ,Asking_for_information
Group :  alert everyone before you change anything ,Asking_for_information
Group :  alert everyone before you change anything ,Asking_for_information
Group :  alert everyone before you change anything ,Asking_for_information
okay i ust put my factorofsafety to  63   did it affect it much ? ,Asking_for_information
flywheel  are you good ? ,Asking_for_information
okay i just put my factorofsafety to  63   did it affect it much ? ,Asking_for_information
Are you done flywheel ? ,Asking_for_information
should i switch back then ? ,Asking_for_information
Lets try and get back to where Fair was  that seemed like the right track,Asking_for_information
group :  who wants to go next ? ,Asking_for_information
you next ? ,Asking_for_information
group :  who wants to go next ? ,Asking_for_information
whats your factorofsafety now ? ,Asking_for_information
group :  who wants to go next ? ,Asking_for_information
group :  who wants to go next ? ,Asking_for_information
Can you improve factorofsafety ? ,Asking_for_information
Lets see what happens ? ,Asking_for_information
so keep playing with your parameters and ill let you know how it impacts me,Asking_for_information
what is your current mass and factorofsafety ? ,Asking_for_information
what is your current mass and factorofsafety ? ,Asking_for_information
what is your current and factorofsafety ,Asking_for_information
what is your current mass and factorofsafety ,Asking_for_information
Can you try decreasing diameter back to  45  ? ,Asking_for_information
Are we good to end ? ,Asking_for_information
should we end ? ,Asking_for_information
We at fair  Good enough ? ,Asking_for_information
We at fair  Good enough ? ,Asking_for_information
We at fair  Good enough ? ,Asking_for_information
We at fair  Good enough ? ,Asking_for_information
What kind of bore diameter are you thinking ? ,Asking_for_information
how are you,Asking_for_information
Hey ,Asking_for_information
Hey,Asking_for_information
What s the best crankshaft offset ? ,Asking_for_information
what is the offset you have decided to use for the crannkshaft bearing offset ? ,Asking_for_information
Is it better for the piston bore diameter to be larger or smaller ? ,Asking_for_information
Do you have any idea about the pistonborediameter value ? ,Asking_for_information
Do you have a good flywheel diameter and flywheel thickness ? ,Asking_for_information
Is it better for the thickness of the flywheel to be larger or smaller ?  What about the flywheel shaft diameter ? ,Asking_for_information
Hey,Asking_for_information
Do you have a value for the crankshaft bearing offset  bearingoffset ,Asking_for_information
What s a good working piston bore diameter ? ,Asking_for_information
what s your current piston bore diameter ? ,Asking_for_information
What value would be ideal for the flywheel ? ,Asking_for_information
what bore diameter are you using ? ,Asking_for_information
Hi  looks like we should increase the factor of safety  What factor of safety do you have for the piston,Asking_for_information
What do you currently have for your bore diameter ? ,Asking_for_information
Is there a way to see the other values ?  The main one updates but I can t see others ,Asking_for_information
is your current value exactly  90  ? ,Asking_for_information
what is your piston bore diameter ?   40  ? ,Asking_for_information
Do you have piston bore diameter ?  pistonborediameter ,Asking_for_information
What is the factor of safety of the connecting rod at the moment ? ,Asking_for_information
what bore diameter are you using ? ,Asking_for_information
Does the flywheel thickness or flywheel shaft diameter affect any of your components ? ,Asking_for_information
how you doing,Asking_for_information
Does the flywheel thickness or flywheel shaft diameter affect any of your components ? ,Asking_for_information
what is your current value for flywheel shaft diameter ? ,Asking_for_information
Does the flywheel thickness or flywheel shaft diameter affect any of your components ? ,Asking_for_information
Does the flywheel thickness or flywheel shaft diameter affect any of your components ? ,Asking_for_information
Have you changed bore diameter at all ? ,Asking_for_information
What s your current factorofsafety ? ,Asking_for_information
what can we do in terms of slimming down mass,Asking_for_information
so lower piston diamter lowers your factorofsafety ? ,Asking_for_information
What s your current factorofsafety ? ,Asking_for_information
see what the other group members say,Asking_for_information
Would increasing or decreasing flywheeldiameter lower the weight ? ,Asking_for_information
